Title,Headline,Description,Chronicle Type,Author,Type,Date,URL,Publication,Highlight,Pull Quote Long,Pull Quote Short,Video Link,Events Database,Date_Format,Airtable Event Record ID,mw_Press_Headline,mw_Press_Description,mw_Press_Pull_Quote_Long,mw_Press_Pull_Quote_Short,my_Press_Author,mw_Press_Type,mw_Press_Date,mw_Press_URL,mw_Press_Publication,mw_Press_Video_Link,mw_Press_Event_Name,mw_Press_Airtable_Event_Record_ID,mw_Press_Highlight,Event Name Format (from Events Database),Autonumber
Press:46,A CHRISTMAS CAROL ,A CHRISTMAS CAROL,,,Listing,2015-12-05,https://glasstire.com/events/2015/12/05/a-christmas-carol/,Glasstire,,,,,,2015-12-05,,A CHRISTMAS CAROL ,A CHRISTMAS CAROL,,,,Listing,2015-12-04,https://glasstire.com/events/2015/12/05/a-christmas-carol/,Glasstire,,,,,,46
Press:47,"Top Five: December 10, 2015 ","Top Five: December 10, 2015",,Glasstire,Article,2015-12-10,https://glasstire.com/2015/12/10/top-five-december-10-2015/,Glasstire,checked,"Top 5 Art Events - “Charles Dickens’ A Christmas Carol starring American Sharks, B L A C K I E, Silent Diane, and Sweet Spirit. This experience will include dinner and a fully immersive Christmas Carol Experience with cast, costumes and high tech spectacle for all your wonder and cheer. The night will conclude with open Christmas Karaoke and Carols.” You know you want to. Buy tickets here.

","Top 5 Art Events - “Charles Dickens’ A Christmas Carol starring American Sharks, B L A C K I E, Silent Diane, and Sweet Spirit.",,A Christmas Carol,2015-12-10,recwVqQlybD4bm8tk,"Top Five: December 10, 2015 ","Top Five: December 10, 2015","Top 5 Art Events - “Charles Dickens’ A Christmas Carol starring American Sharks, B L A C K I E, Silent Diane, and Sweet Spirit. This experience will include dinner and a fully immersive Christmas Carol Experience with cast, costumes and high tech spectacle for all your wonder and cheer. The night will conclude with open Christmas Karaoke and Carols.” You know you want to. Buy tickets here.

","Top 5 Art Events - “Charles Dickens’ A Christmas Carol starring American Sharks, B L A C K I E, Silent Diane, and Sweet Spirit.",Glasstire,Article,2015-12-09,https://glasstire.com/2015/12/10/top-five-december-10-2015/,Glasstire,,A Christmas Carol,recwVqQlybD4bm8tk,1,A Christmas Carol,47
Press:48,Playback: Barracuda on the Block,N/A,MUSIC COLUMN,Kevin Curtin,Listing,2015-12-11,https://www.austinchronicle.com/music/2015-12-11/playback-barracuda-on-the-block/,Austin Chronicle,,"Charles Dickens' novella gets abstract in this version focusing on Scrooge's haunters. Local noise rapper Blackie stars as Jacob Marley, who ushers a trio of musical ghosts: Christmas Past (Thor Harris), Christmas Present (American Sharks), and Christmas Future (Holy Wave).
",,,,2015-12-11,,Playback: Barracuda on the Block,N/A,"Charles Dickens' novella gets abstract in this version focusing on Scrooge's haunters. Local noise rapper Blackie stars as Jacob Marley, who ushers a trio of musical ghosts: Christmas Past (Thor Harris), Christmas Present (American Sharks), and Christmas Future (Holy Wave).
",,Kevin Curtin,Listing,2015-12-10,https://www.austinchronicle.com/music/2015-12-11/playback-barracuda-on-the-block/,Austin Chronicle,,,,,,48
Press:49,Top 10 Contemporary Galleries in Austin in 2015,"For newcomers to Austin's visual arts scene, here are 10 galleries that upped their game in 2015",ARTS FEATURE,Seth Orion Schwaiger,Article,2016-01-01,https://www.austinchronicle.com/arts/2016-01-01/top-10-contemporary-galleries-in-austin-in-2015/,Austin Chronicle,checked,"Top 10 Art Galleries in Austin - ""superb and wildly varied, irreverent programming""","Top 10 Art Galleries in Austin - ""superb and wildly varied, irreverent programming""",,,2016-01-01,,Top 10 Contemporary Galleries in Austin in 2015,"For newcomers to Austin's visual arts scene, here are 10 galleries that upped their game in 2015","Top 10 Art Galleries in Austin - ""superb and wildly varied, irreverent programming""","Top 10 Art Galleries in Austin - ""superb and wildly varied, irreverent programming""",Seth Orion Schwaiger,Article,2015-12-31,https://www.austinchronicle.com/arts/2016-01-01/top-10-contemporary-galleries-in-austin-in-2015/,Austin Chronicle,,,,1,,49
Press:50,A Sponge & A Sigh at The Museum of Human Achievement ,"""A Sponge & A Sigh"" at The Museum of Human Achievement",,Christina Rees,Review,2016-02-16,https://glasstire.com/2016/02/16/a-sponge-a-sigh-at-the-museum-of-human-achievement/,Glasstire,,"smart, scrappy artist-run spaces on the east side of Austin ... This show is almost all sculpture, and the MOHA space is an old, raw warehouse room with gloriously beat-up wide-plank floors and a high ceiling. It splits the difference between the feel of an artist’s studio and the feel of a showplace, and sculpture tends to shine in this kind of environment; it gets to be both at home and on point. The organizers chose MOHA for this second year of the UT-RISD exchange, and from what I understand, they knew it would serve the work.","smart, scrappy artist-run spaces on the east side of Austin ... the...space is an old, raw warehouse room with gloriously beat-up wide-plank floors and a high ceiling.",,A Sponge and A Sigh,2016-02-16,rec5rbsK2UbECgxCs,A Sponge & A Sigh at The Museum of Human Achievement ,"""A Sponge & A Sigh"" at The Museum of Human Achievement","smart, scrappy artist-run spaces on the east side of Austin ... This show is almost all sculpture, and the MOHA space is an old, raw warehouse room with gloriously beat-up wide-plank floors and a high ceiling. It splits the difference between the feel of an artist’s studio and the feel of a showplace, and sculpture tends to shine in this kind of environment; it gets to be both at home and on point. The organizers chose MOHA for this second year of the UT-RISD exchange, and from what I understand, they knew it would serve the work.","smart, scrappy artist-run spaces on the east side of Austin ... the...space is an old, raw warehouse room with gloriously beat-up wide-plank floors and a high ceiling.",Christina Rees,Review,2016-02-15,https://glasstire.com/2016/02/16/a-sponge-a-sigh-at-the-museum-of-human-achievement/,Glasstire,,A Sponge and A Sigh,rec5rbsK2UbECgxCs,,A Sponge and A Sigh,50
Press:51,Highlights from Austin: February 2016 ,Highlights from Austin: February 2016,,,Article,2016-02-25,https://glasstire.com/2016/02/25/highlights-from-austin-february-2016/,Glasstire,,,,,,2016-02-25,,Highlights from Austin: February 2016 ,Highlights from Austin: February 2016,,,,Article,2016-02-24,https://glasstire.com/2016/02/25/highlights-from-austin-february-2016/,Glasstire,,,,,,51
Press:52,Deconstructing Sonic Borders,The 13th annual No Idea Festival explores everything from phenological sound art to avant jazz and microtonal composition,MUSIC FEATURE,Conor Walker,Article,2016-02-26,https://www.austinchronicle.com/music/2016-02-26/deconstructing-sonic-borders/,Austin Chronicle,,,,,No Idea Fest 2016,2016-02-26,recHBIbaKNRGAeA69,Deconstructing Sonic Borders,The 13th annual No Idea Festival explores everything from phenological sound art to avant jazz and microtonal composition,,,Conor Walker,Article,2016-02-25,https://www.austinchronicle.com/music/2016-02-26/deconstructing-sonic-borders/,Austin Chronicle,,No Idea Fest 2016,recHBIbaKNRGAeA69,,No Idea Fest 2016,52
Press:53,This Fresh Squeeze Is All About the Opera Shorts,One Ounce Opera premieres a concert of new young composers,ARTS POST,Wayne Alan Brenner,Article,2016-04-13,https://www.austinchronicle.com/daily/arts/2016-04-13/this-fresh-squeeze-is-all-about-the-opera-shorts/,Austin Chronicle,,,,,Fresh Squeezed Ounce of Opera 2016,2016-04-13,recy7VmU8J6QD2y8w,This Fresh Squeeze Is All About the Opera Shorts,One Ounce Opera premieres a concert of new young composers,,,Wayne Alan Brenner,Article,2016-04-12,https://www.austinchronicle.com/daily/arts/2016-04-13/this-fresh-squeeze-is-all-about-the-opera-shorts/,Austin Chronicle,,Fresh Squeezed Ounce of Opera 2016,recy7VmU8J6QD2y8w,,Fresh Squeezed Ounce of Opera 2016,53
Press:54,10 Things to Do This Weekend,Your Guide to Fun in ATX,EVENT POST,Samantha Johnson,Listing,2016-05-18,https://www.austinchronicle.com/daily/events/2016-05-18/10-things-to-do-this-weekend/,Austin Chronicle,,,,,,2016-05-18,,10 Things to Do This Weekend,Your Guide to Fun in ATX,,,Samantha Johnson,Listing,2016-05-17,https://www.austinchronicle.com/daily/events/2016-05-18/10-things-to-do-this-weekend/,Austin Chronicle,,,,,,54
Press:55,Between Ships and Static,"The ""grandfather of Austin's avant-garde,"" Rick Reed, only don't call him that!",MUSIC FEATURE,Conor Walker,Listing,2016-05-20,https://www.austinchronicle.com/music/2016-05-20/between-ships-and-static/,Austin Chronicle,,,,,,2016-05-20,,Between Ships and Static,"The ""grandfather of Austin's avant-garde,"" Rick Reed, only don't call him that!",,,Conor Walker,Listing,2016-05-19,https://www.austinchronicle.com/music/2016-05-20/between-ships-and-static/,Austin Chronicle,,,,,,55
Press:56,Tonal Proximity,"NMASS matured into Austin's foremost showcase of performance sound art, audiovisual improvisation, nonconformative music, and sensory installations",MUSIC FEATURE,Conor Walker,Article,2016-06-24,https://www.austinchronicle.com/music/2016-06-24/tonal-proximity/,Austin Chronicle,,"Concord, by Sonya Gonzales and Meason Wiley, stands on display outside of the theatre, rendering a mural-like projection with sonic accompaniment. Douglas Laustsen's Tonal Proximity sound installation features 48 small speakers and 24 MP3 players. Vivian Hua (), current resident artist at Austin's Museum of Human Achievement, presents an astrologically based video installation with sound by Aux Aux, Mediums, and the Kraken Quartet.",,,,2016-06-24,,Tonal Proximity,"NMASS matured into Austin's foremost showcase of performance sound art, audiovisual improvisation, nonconformative music, and sensory installations","Concord, by Sonya Gonzales and Meason Wiley, stands on display outside of the theatre, rendering a mural-like projection with sonic accompaniment. Douglas Laustsen's Tonal Proximity sound installation features 48 small speakers and 24 MP3 players. Vivian Hua (), current resident artist at Austin's Museum of Human Achievement, presents an astrologically based video installation with sound by Aux Aux, Mediums, and the Kraken Quartet.",,Conor Walker,Article,2016-06-23,https://www.austinchronicle.com/music/2016-06-24/tonal-proximity/,Austin Chronicle,,,,,,56
Press:57,Gay Place,"Magical Realness, an Austin spin on vogue / drag balls",COLUMN,Sarah Marloff,Article,2016-07-08,https://www.austinchronicle.com/columns/2016-07-08/gay-place/,Austin Chronicle,checked,"It's no new news that I believe queers are the most magical creatures. This weekend, Mouthfeel, the Q, House of Kenzo, and numerous performers are aiming to prove me right. Saturday marks the third installment of Magical Realness – an Austin spin on vogue/drag balls. This is not your typical drag race. All attendees (performers included) are encouraged to don their most psychedelic looks for a cosmic evening that influenced a new wave of queens on ATX stages. But this party is about looking fierce while also feelin' community. Austin PrEP Access Project – the nonprofit that's helping locals more easily access HIV preventative PrEP – is the event's much-deserved beneficiary. ""Homosexuality is a psychedelic experience,"" says Mouthfeel, aka Jeremy von Stilb. ""Magical Realness is a space created to bathe once again in that fluid that altered our developing minds.""","It's no new news that I believe queers are the most magical creatures.  This weekend, Mouthfeel, the Q, House of Kenzo, and numerous performers are aiming to prove me right. Saturday marks the third installment of Magical Realness – an Austin spin on vogue/drag balls.",,Magical Realness,2016-07-08,recQYjvC8udjNCYq8,Gay Place,"Magical Realness, an Austin spin on vogue / drag balls","It's no new news that I believe queers are the most magical creatures. This weekend, Mouthfeel, the Q, House of Kenzo, and numerous performers are aiming to prove me right. Saturday marks the third installment of Magical Realness – an Austin spin on vogue/drag balls. This is not your typical drag race. All attendees (performers included) are encouraged to don their most psychedelic looks for a cosmic evening that influenced a new wave of queens on ATX stages. But this party is about looking fierce while also feelin' community. Austin PrEP Access Project – the nonprofit that's helping locals more easily access HIV preventative PrEP – is the event's much-deserved beneficiary. ""Homosexuality is a psychedelic experience,"" says Mouthfeel, aka Jeremy von Stilb. ""Magical Realness is a space created to bathe once again in that fluid that altered our developing minds.""","It's no new news that I believe queers are the most magical creatures.  This weekend, Mouthfeel, the Q, House of Kenzo, and numerous performers are aiming to prove me right. Saturday marks the third installment of Magical Realness – an Austin spin on vogue/drag balls.",Sarah Marloff,Article,2016-07-07,https://www.austinchronicle.com/columns/2016-07-08/gay-place/,Austin Chronicle,,Magical Realness,recQYjvC8udjNCYq8,1,Magical Realness,57
Press:58,Playback: Mayor Steve Adler's Politics of Music Policy,"Omnibus staff report is imperfect, but don't stop the momentum, says mayor",MUSIC COLUMN,Kevin Curtin,Article,2016-07-08,https://www.austinchronicle.com/music/2016-07-08/playback-mayor-steve-adlers-politics-of-music-policy/,Austin Chronicle,,"King Khan, Queen Poon: Garage R&B headhunter King Khan gushed for local snatch-shakers Sailor Poon, ""the greatest thing to happen in Texas since the birth of Greg Ashley and maybe the meeting of Tommy Hall and Roky Erickson"" after the sextet opened two Texas dates. Sailor Poon's Yeast Pigeon 7-inch arrives today with a show at the Museum of Human Achievement, which Khan will DJ.
",,,Sailor Poon (Vinyl Release),2016-07-08,recsMZ1pFTeoZ1AKM,Playback: Mayor Steve Adler's Politics of Music Policy,"Omnibus staff report is imperfect, but don't stop the momentum, says mayor","King Khan, Queen Poon: Garage R&B headhunter King Khan gushed for local snatch-shakers Sailor Poon, ""the greatest thing to happen in Texas since the birth of Greg Ashley and maybe the meeting of Tommy Hall and Roky Erickson"" after the sextet opened two Texas dates. Sailor Poon's Yeast Pigeon 7-inch arrives today with a show at the Museum of Human Achievement, which Khan will DJ.
",,Kevin Curtin,Article,2016-07-07,https://www.austinchronicle.com/music/2016-07-08/playback-mayor-steve-adlers-politics-of-music-policy/,Austin Chronicle,,Sailor Poon (Vinyl Release),recsMZ1pFTeoZ1AKM,,Sailor Poon (Vinyl Release),58
Press:59,Quin Galavis Turns Darkness Into His Magnum Opus,Obfuscating the narrative between fiction and lived experience on My Life in Steel and Concrete,MUSIC FEATURE,Greg Beets,Article,2016-08-26,https://www.austinchronicle.com/music/2016-08-26/quin-galavis-turns-darkness-into-his-magnum-opus/,Austin Chronicle,,,,,"""Evil Triplet, Quinn Galavis""",2016-08-26,reczg4qP6nLRp7RSR,Quin Galavis Turns Darkness Into His Magnum Opus,Obfuscating the narrative between fiction and lived experience on My Life in Steel and Concrete,,,Greg Beets,Article,2016-08-25,https://www.austinchronicle.com/music/2016-08-26/quin-galavis-turns-darkness-into-his-magnum-opus/,Austin Chronicle,,"Evil Triplet, Quinn Galavis",reczg4qP6nLRp7RSR,,"Evil Triplet, Quinn Galavis",59
Press:60,"Los Tigres del Norte, Lyle Lovett and more top Austin shows","Electronic music collective Exploded Drawing celebrates six years with Butcher Bear, Soundfounder and more at the Museum of Human Achievement. …",,,Listing,2016-09-15,https://www.statesman.com/story/news/2016/09/15/los-tigres-del-norte-lyle-lovett-and-more-top-austin-shows/10122993007/,Statesmen,," Electronic music collective Exploded Drawing celebrates six years with Butcher Bear, Soundfounder and more at the Museum of Human Achievement. ",,,,2016-09-15,,"Los Tigres del Norte, Lyle Lovett and more top Austin shows","Electronic music collective Exploded Drawing celebrates six years with Butcher Bear, Soundfounder and more at the Museum of Human Achievement. …"," Electronic music collective Exploded Drawing celebrates six years with Butcher Bear, Soundfounder and more at the Museum of Human Achievement. ",,,Listing,2016-09-14,https://www.statesman.com/story/news/2016/09/15/los-tigres-del-norte-lyle-lovett-and-more-top-austin-shows/10122993007/,Statesmen,,,,,,60
Press:61,Ken Jacobs in Austin ,Ken Jacobs in Austin,,,Article,2016-09-23,https://glasstire.com/2016/09/23/ken-jacobs-in-austin/,Glasstire,,,,,,2016-09-23,,Ken Jacobs in Austin ,Ken Jacobs in Austin,,,,Article,2016-09-22,https://glasstire.com/2016/09/23/ken-jacobs-in-austin/,Glasstire,,,,,,61
Press:62,Gay Place,The East Austin Studio Tour signifies fall,COLUMN,Sarah Marloff,Listing,2016-11-11,https://www.austinchronicle.com/columns/2016-11-11/gay-place/,Austin Chronicle,,"The Coalition Exhibition Expedition The one and only Erica Nix combines working out and queer art this EAST! Break out that spandex and pull on those leg warmers cuz this 2.5-hour tour is gonna make you sweat and swoon. Sat.-Sun., Nov. 12-13, 11am & 3pm. Museum of Human Achievement, Springdale & Lyons, $20.
",,,,2016-11-11,,Gay Place,The East Austin Studio Tour signifies fall,"The Coalition Exhibition Expedition The one and only Erica Nix combines working out and queer art this EAST! Break out that spandex and pull on those leg warmers cuz this 2.5-hour tour is gonna make you sweat and swoon. Sat.-Sun., Nov. 12-13, 11am & 3pm. Museum of Human Achievement, Springdale & Lyons, $20.
",,Sarah Marloff,Listing,2016-11-10,https://www.austinchronicle.com/columns/2016-11-11/gay-place/,Austin Chronicle,,,,,,62
Press:63,Gay Place,Honoring those we've lost at the Transgender Day of Remembrance,COLUMN,Sarah Marloff,Listing,2016-11-18,https://www.austinchronicle.com/columns/2016-11-18/gay-place/,Austin Chronicle,,"""The Coalition Exhibition Expedition The one and only Erica Nix combines working out and queer art this EAST! Break out that spandex and pull on those leg warmers cuz this 2.5-hour tour is gonna make you sweat and swoon. Sat.-Sun., Nov. 12-13, 11am & 3pm. Museum of Human Achievement, Springdale & Lyons, $20.
""",,,,2016-11-18,,Gay Place,Honoring those we've lost at the Transgender Day of Remembrance,"""The Coalition Exhibition Expedition The one and only Erica Nix combines working out and queer art this EAST! Break out that spandex and pull on those leg warmers cuz this 2.5-hour tour is gonna make you sweat and swoon. Sat.-Sun., Nov. 12-13, 11am & 3pm. Museum of Human Achievement, Springdale & Lyons, $20.
""",,Sarah Marloff,Listing,2016-11-17,https://www.austinchronicle.com/columns/2016-11-18/gay-place/,Austin Chronicle,,,,,,63
Press:231,"Best ""Not a Museum"" Museum","Their social media presence may be practically nonexistent and their website doesn't waste much time in telling you what they are ""about,"" but in a city of art lovers, a secretly wonderful artist-run multimedia exhibition space that regularly hosts experimental theatre and live music cannot remain hidden for long.",,,Review,2016-12-01,https://www.austinchronicle.com/best-of-austin/year:2016/poll:critics/category:arts-and-entertainment/museum-of-human-achievement-best-not-a-museum-museum/,Austin Chronicle,checked,"By writing this blurb, we are violating one of the tenets of the mysterious Museum of Human Achievement: ""Do not share this on print or web media, as it’s not something we desire to be public knowledge."" Their social media presence may be practically nonexistent and their website doesn't waste much time in telling you what they are ""about,"" but in a city of art lovers, a secretly wonderful artist-run multimedia exhibition space that regularly hosts experimental theatre and live music cannot remain hidden for long.",,,,2016-12-01,,"Best ""Not a Museum"" Museum","Their social media presence may be practically nonexistent and their website doesn't waste much time in telling you what they are ""about,"" but in a city of art lovers, a secretly wonderful artist-run multimedia exhibition space that regularly hosts experimental theatre and live music cannot remain hidden for long.","By writing this blurb, we are violating one of the tenets of the mysterious Museum of Human Achievement: ""Do not share this on print or web media, as it’s not something we desire to be public knowledge."" Their social media presence may be practically nonexistent and their website doesn't waste much time in telling you what they are ""about,"" but in a city of art lovers, a secretly wonderful artist-run multimedia exhibition space that regularly hosts experimental theatre and live music cannot remain hidden for long.",,,Review,2016-11-30,https://www.austinchronicle.com/best-of-austin/year:2016/poll:critics/category:arts-and-entertainment/museum-of-human-achievement-best-not-a-museum-museum/,Austin Chronicle,,,,1,,231
Press:64,Wayne Alan Brenner's Top 10 Arts-Related Program Activities of 2016,"Uncommon combinations – dance with horses, music with robots, drama with a Tesla coil – made the year unforgettable",ARTS FEATURE,Wayne Alan Brenner,Article,2016-12-30,https://www.austinchronicle.com/arts/2016-12-30/wayne-alan-brenners-top-10-arts-related-program-activities-of-2016/,Austin Chronicle,checked,"Top 10 Art Activities - 5) FRESH SQUEEZED OUNCE OF OPERA (One Ounce Opera) Not content with performing the tastier bits of classic opera in unusual settings or putting a self-challenging Jackass twist on their annual fundraiser, Julie Fiore and company put out a national call for new contemporary operas of just 10-20 minutes. The submissions came in from everywhere; the five best were chosen, rehearsed, and performed in a terrific April show at the Museum of Human Achievement. New, original works – short and accessible – rendered in this seemingly outmoded and rarefied medium? Way to remain relevant, OOO.
","Top 10 Art Activities - One Ounce Opera - the five best were chosen, rehearsed, and performed in a terrific April show at the Museum of Human Achievement. New, original works – short and accessible – rendered in this seemingly outmoded and rarefied medium? Way to remain relevant.",,Fresh Squeezed Ounce of Opera 2016,2016-12-30,recy7VmU8J6QD2y8w,Wayne Alan Brenner's Top 10 Arts-Related Program Activities of 2016,"Uncommon combinations – dance with horses, music with robots, drama with a Tesla coil – made the year unforgettable","Top 10 Art Activities - 5) FRESH SQUEEZED OUNCE OF OPERA (One Ounce Opera) Not content with performing the tastier bits of classic opera in unusual settings or putting a self-challenging Jackass twist on their annual fundraiser, Julie Fiore and company put out a national call for new contemporary operas of just 10-20 minutes. The submissions came in from everywhere; the five best were chosen, rehearsed, and performed in a terrific April show at the Museum of Human Achievement. New, original works – short and accessible – rendered in this seemingly outmoded and rarefied medium? Way to remain relevant, OOO.
","Top 10 Art Activities - One Ounce Opera - the five best were chosen, rehearsed, and performed in a terrific April show at the Museum of Human Achievement. New, original works – short and accessible – rendered in this seemingly outmoded and rarefied medium? Way to remain relevant.",Wayne Alan Brenner,Article,2016-12-29,https://www.austinchronicle.com/arts/2016-12-30/wayne-alan-brenners-top-10-arts-related-program-activities-of-2016/,Austin Chronicle,,Fresh Squeezed Ounce of Opera 2016,recy7VmU8J6QD2y8w,1,Fresh Squeezed Ounce of Opera 2016,64
Press:65,Kevin McNamee-Tweed: Self-Tourism ,Kevin McNamee-Tweed: Self-Tourism,,,Listing,2017-01-09,https://glasstire.com/events/2017/01/09/kevin-mcnamee-tweed-self-tourism/,Glasstire,,"An exhibition of 369 monotypes chronicling Kevin McNamee-Tweed’s travels through the American West.
",,,Self-Tourism,2017-01-09,recW0etK14Lnhjz75,Kevin McNamee-Tweed: Self-Tourism ,Kevin McNamee-Tweed: Self-Tourism,"An exhibition of 369 monotypes chronicling Kevin McNamee-Tweed’s travels through the American West.
",,,Listing,2017-01-08,https://glasstire.com/events/2017/01/09/kevin-mcnamee-tweed-self-tourism/,Glasstire,,Self-Tourism,recW0etK14Lnhjz75,,Self-Tourism,65
Press:66,F*CK TR*MP ,F*CK TR*MP,,,Listing,2017-01-09,https://glasstire.com/events/2017/01/09/fck-trmp/,Glasstire,,"A screening of avant-garde films by Martha Colburn, Arthur Lipsett, Bryan Boyce, Tom Katlin, Christina Battle, Jason Halprin and others, including an anonymous home movie of U.S. Nazi rallies in 1937.
",,,,2017-01-09,,F*CK TR*MP ,F*CK TR*MP,"A screening of avant-garde films by Martha Colburn, Arthur Lipsett, Bryan Boyce, Tom Katlin, Christina Battle, Jason Halprin and others, including an anonymous home movie of U.S. Nazi rallies in 1937.
",,,Listing,2017-01-08,https://glasstire.com/events/2017/01/09/fck-trmp/,Glasstire,,,,,,66
Press:67,PrintAustin 2017: A Sampler,Get a taste for printmaking’s infinite variety through four exhibitions at the Flatbed complex,ARTS FEATURE,Robert Faires,Listing,2017-01-13,https://www.austinchronicle.com/arts/2017-01-13/printaustin-2017-a-sampler/,Austin Chronicle,,,,,,2017-01-13,,PrintAustin 2017: A Sampler,Get a taste for printmaking’s infinite variety through four exhibitions at the Flatbed complex,,,Robert Faires,Listing,2017-01-12,https://www.austinchronicle.com/arts/2017-01-13/printaustin-2017-a-sampler/,Austin Chronicle,,,,,,67
Press:68,"Top Five: January 26, 2017 with Jamie Panzer ","Top Five: January 26, 2017 with Jamie Panzer",,Glasstire,Article,2017-01-26,https://glasstire.com/2017/01/26/top-five-january-26-2017-with-jamie-panzer/,Glasstire,checked,Top 5 Art Events - An exhibition of 369 monotypes chronicling Kevin McNamee-Tweed’s travels through the American West.,Top 5 Art Events - An exhibition of 369 monotypes chronicling Kevin McNamee-Tweed’s travels through the American West.,,Self-Tourism,2017-01-26,recW0etK14Lnhjz75,"Top Five: January 26, 2017 with Jamie Panzer ","Top Five: January 26, 2017 with Jamie Panzer",Top 5 Art Events - An exhibition of 369 monotypes chronicling Kevin McNamee-Tweed’s travels through the American West.,Top 5 Art Events - An exhibition of 369 monotypes chronicling Kevin McNamee-Tweed’s travels through the American West.,Glasstire,Article,2017-01-25,https://glasstire.com/2017/01/26/top-five-january-26-2017-with-jamie-panzer/,Glasstire,,Self-Tourism,recW0etK14Lnhjz75,1,Self-Tourism,68
Press:69,The Power of Refusal: Kevin McNamee-Tweed's Departure from ,The Power of Refusal: Kevin McNamee-Tweed's Departure from,,Ayden LeRoux,Review,2017-01-28,https://glasstire.com/2017/01/28/the-power-of-refusal-kevin-mcnamee-tweeds-departure-from-austin/,Glasstire,,,,,Self-Tourism,2017-01-28,recW0etK14Lnhjz75,The Power of Refusal: Kevin McNamee-Tweed's Departure from ,The Power of Refusal: Kevin McNamee-Tweed's Departure from,,,Ayden LeRoux,Review,2017-01-27,https://glasstire.com/2017/01/28/the-power-of-refusal-kevin-mcnamee-tweeds-departure-from-austin/,Glasstire,,Self-Tourism,recW0etK14Lnhjz75,,Self-Tourism,69
Press:70,No Idea Festival Q&A,Improvisational guru Chris Cogburn explains the matrix,MUSIC POST,Michael Toland,Article,2017-02-16,https://www.austinchronicle.com/daily/music/2017-02-16/no-idea-festival-qa/,Austin Chronicle,,"The Museum of Human Achievement is actually really interesting visually, so they can be in the moment of that awareness and it can be a synesthesia. The sound becomes a part of that and that draws them in. It’s not some austere experimental music thing, where it’s a bunch of dudes doing their thing. That’s not very interesting for anybody.",,,No Idea Fest 2017,2017-02-16,recRGzhK1f4EqxsUX,No Idea Festival Q&A,Improvisational guru Chris Cogburn explains the matrix,"The Museum of Human Achievement is actually really interesting visually, so they can be in the moment of that awareness and it can be a synesthesia. The sound becomes a part of that and that draws them in. It’s not some austere experimental music thing, where it’s a bunch of dudes doing their thing. That’s not very interesting for anybody.",,Michael Toland,Article,2017-02-15,https://www.austinchronicle.com/daily/music/2017-02-16/no-idea-festival-qa/,Austin Chronicle,,No Idea Fest 2017,recRGzhK1f4EqxsUX,,No Idea Fest 2017,70
Press:71,Kevin McNamee-Tweed: The Exit Interview,"As he leaves Austin, curator and artist Kevin McNamee-Tweed reflects on the city's artists and art community",ARTS FEATURE,Caitlin Greenwood,Article,2017-03-10,https://www.austinchronicle.com/arts/2017-03-10/kevin-mcnamee-tweed-the-exit-interview/,Austin Chronicle,,,,,Self-Tourism,2017-03-10,recW0etK14Lnhjz75,Kevin McNamee-Tweed: The Exit Interview,"As he leaves Austin, curator and artist Kevin McNamee-Tweed reflects on the city's artists and art community",,,Caitlin Greenwood,Article,2017-03-09,https://www.austinchronicle.com/arts/2017-03-10/kevin-mcnamee-tweed-the-exit-interview/,Austin Chronicle,,Self-Tourism,recW0etK14Lnhjz75,,Self-Tourism,71
Press:72,Five Different Things To Do In Austin This Weekend,Art! Theatre! Dance! You know: What the enemy hates.,ARTS POST,Wayne Alan Brenner,Article,2017-04-06,https://www.austinchronicle.com/daily/arts/2017-04-06/five-different-things-to-do-in-austin-this-weekend/,Austin Chronicle,,"FRESH SQUEEZED OUNCE OF OPERA II One Ounce Opera, Austin’s popular classical music renegades, stage the second installment in their annual competition series in the Museum of Human Achievement, belting out short (would you believe 20 minutes each?) new works of drama and/or comedy by composers from across this lyrically bold country, chosen from among dozens and dozens of entries. Oh, listen! Golden throats and world premieres, citizen! April 7-9. Fri.-Sat., 8pm; Sun., 2pm.
",,,Fresh Squeezed Ounce of Opera 2017,2017-04-06,recCsslAufupYlEMw,Five Different Things To Do In Austin This Weekend,Art! Theatre! Dance! You know: What the enemy hates.,"FRESH SQUEEZED OUNCE OF OPERA II One Ounce Opera, Austin’s popular classical music renegades, stage the second installment in their annual competition series in the Museum of Human Achievement, belting out short (would you believe 20 minutes each?) new works of drama and/or comedy by composers from across this lyrically bold country, chosen from among dozens and dozens of entries. Oh, listen! Golden throats and world premieres, citizen! April 7-9. Fri.-Sat., 8pm; Sun., 2pm.
",,Wayne Alan Brenner,Article,2017-04-05,https://www.austinchronicle.com/daily/arts/2017-04-06/five-different-things-to-do-in-austin-this-weekend/,Austin Chronicle,,Fresh Squeezed Ounce of Opera 2017,recCsslAufupYlEMw,,Fresh Squeezed Ounce of Opera 2017,72
